2008-10-23,01:23:04,39.984702,116.318417,39744.1201851852,0
2008-10-23,01:23:10,39.984683000000004,116.31845,39744.1202546296,0
2008-10-23,02:23:15,39.984685999999996,116.318417,39744.1203125,0
2008-10-23,02:53:20,39.984688,116.318385,39744.1203703704,0
2008-10-23,02:53:25,39.984655,116.31826299999999,39744.1204282407,0
2008-10-23,02:53:30,39.984611,116.318026,39744.1204861111,0
2008-10-23,02:53:35,39.984608,116.317761,39744.1205439815,0
2008-10-23,02:53:40,39.984563,116.317517,39744.1206018519,0
2008-10-23,02:53:45,39.984539,116.31729399999999,39744.120659722204,0
2008-10-23,02:53:50,39.984606,116.31706499999999,39744.120717592596,0
2008-10-23,02:53:55,39.984567999999996,116.316911,39744.120775463,0
2008-10-23,02:54:00,39.984586,116.31671599999999,39744.1208333333,0
2008-10-23,02:54:05,39.984561,116.31652700000001,39744.120891203704,0
2008-10-23,02:54:10,39.984536,116.316354,39744.1209490741,0
2008-10-23,02:54:15,39.984522999999996,116.31618799999998,39744.1210069444,0
2008-10-23,02:54:20,39.984516,116.31596299999998,39744.1210648148,0
2008-10-23,02:54:25,39.984522999999996,116.315823,39744.1211226852,0
2008-10-23,02:54:30,39.984574,116.315611,39744.1211805556,0
2008-10-23,02:54:35,39.984567999999996,116.31540700000001,39744.1212384259,0
2008-10-23,02:54:40,39.984538,116.315148,39744.121296296296,0
2008-10-23,02:54:45,39.984501,116.314907,39744.1213541667,0
2008-10-23,02:54:50,39.984532,116.31480800000001,39744.121412037,0
2008-10-23,02:54:55,39.984504,116.314625,39744.121469907404,0
2008-10-23,02:55:00,39.984485,116.314426,39744.121527777796,0
2008-10-23,02:55:05,39.984427000000004,116.31423999999998,39744.1215856481,0
2008-10-23,02:55:10,39.984485,116.31404199999999,39744.1216435185,0
2008-10-23,02:55:15,39.98448,116.313818,39744.1217013889,0
2008-10-23,02:55:20,39.984501,116.31365900000002,39744.1217592593,0
2008-10-23,02:55:25,39.984618,116.314323,39744.1218171296,0
2008-10-23,02:55:30,39.984649,116.314107,39744.121875,0
2008-10-23,02:55:35,39.984621000000004,116.31394099999999,39744.1219328704,0
2008-10-23,02:55:40,39.984655,116.313724,39744.1219907407,0
2008-10-23,02:55:45,39.984681,116.313521,39744.1220486111,0
2008-10-23,02:55:50,39.984708000000005,116.31331100000001,39744.122106481496,0
2008-10-23,02:55:55,39.984708000000005,116.313099,39744.1221643519,0
2008-10-23,02:56:00,39.984696,116.312921,39744.1222222222,0
2008-10-23,02:56:05,39.984677000000005,116.31274599999999,39744.1222800926,0
2008-10-23,02:56:10,39.984682,116.312525,39744.122337962996,0
2008-10-23,02:56:15,39.984649,116.31233200000001,39744.1223958333,0
2008-10-23,02:56:20,39.984640999999996,116.312123,39744.1224537037,0
2008-10-23,02:56:25,39.984646999999995,116.311917,39744.1225115741,0
2008-10-23,02:56:30,39.984654,116.31172,39744.1225694444,0
2008-10-23,02:56:35,39.984631,116.31156899999999,39744.1226273148,0
2008-10-23,02:56:40,39.984646999999995,116.31138,39744.1226851852,0
2008-10-23,02:56:45,39.984653,116.31118899999998,39744.1227430556,0
2008-10-23,02:56:50,39.984628,116.311026,39744.1228009259,0
2008-10-23,02:56:55,39.984652000000004,116.310854,39744.1228587963,0
2008-10-23,02:57:00,39.984656,116.31066000000001,39744.122916666696,0
2008-10-23,02:57:05,39.984615999999995,116.310534,39744.122974537,0
2008-10-23,02:57:10,39.984676,116.31033000000001,39744.123032407406,0
2008-10-23,02:57:15,39.984698,116.31006299999999,39744.1230902778,0
2008-10-23,02:57:20,39.984696,116.309937,39744.1231481481,0
2008-10-23,02:57:25,39.984663,116.309851,39744.1232060185,0
2008-10-23,02:57:30,39.984598,116.309749,39744.1232638889,0
2008-10-23,02:57:35,39.98454,116.309656,39744.1233217593,0
2008-10-23,02:57:40,39.984525,116.309503,39744.1233796296,0
2008-10-23,02:57:45,39.984497999999995,116.309348,39744.1234375,0
2008-10-23,02:57:50,39.984481,116.309173,39744.1234953704,0
2008-10-23,02:57:55,39.984489,116.30899299999999,39744.1235532407,0
2008-10-23,02:58:00,39.98447,116.30882700000001,39744.1236111111,0
2008-10-23,02:58:05,39.98449,116.30863799999999,39744.1236689815,0
2008-10-23,02:58:10,39.98449,116.308485,39744.123726851896,0
2008-10-23,02:58:15,39.984494,116.308351,39744.1237847222,0
2008-10-23,02:58:20,39.984499,116.308201,39744.1238425926,0
2008-10-23,02:58:25,39.984484,116.308049,39744.123900463,0
2008-10-23,02:58:30,39.984491,116.307902,39744.1239583333,0
2008-10-23,02:58:35,39.984499,116.307809,39744.1240162037,0
2008-10-23,02:58:40,39.984472,116.30768700000002,39744.124074074105,0
2008-10-23,02:58:45,39.984493,116.307548,39744.1241319444,0
2008-10-23,02:58:50,39.984488,116.30743400000001,39744.1241898148,0
2008-10-23,02:58:55,39.984427000000004,116.30729199999999,39744.1242476852,0
2008-10-23,02:59:00,39.984428,116.307126,39744.124305555604,0
2008-10-23,02:59:05,39.984432,116.30694299999999,39744.1243634259,0
2008-10-23,02:59:10,39.984425,116.30680100000001,39744.1244212963,0
2008-10-23,02:59:15,39.984438,116.306633,39744.1244791667,0
2008-10-23,02:59:20,39.984462,116.306486,39744.124537037,0
2008-10-23,02:59:25,39.984466,116.3063,39744.1245949074,0
2008-10-23,02:59:30,39.984456,116.30604699999999,39744.1246527778,0
2008-10-23,02:59:35,39.984454,116.30585400000001,39744.1247106481,0
